id,owner_id,owner_type,kind_id,value1,value2
,1535,QuestComponent,42,148,0
,2612,QuestComponent,42,148,0
,15189,QuestComponent,31,3352,0
,2492,QuestComponent,42,148,0
,2520,QuestComponent,42,148,0
,2541,QuestComponent,42,148,0
,1603,QuestComponent,42,148,0
,2621,QuestComponent,42,148,0
,1531,QuestComponent,42,148,0
,16965,Skill,32,2025,0
,16572,QuestComponent,42,148,0
,16572,QuestComponent,31,168,0
,8121,QuestComponent,42,148,0
,16576,QuestComponent,42,148,0
,16576,QuestComponent,31,186,0
,8148,QuestComponent,42,148,0
,8148,QuestComponent,31,351,0
,8178,QuestComponent,42,148,0
,2607,QuestComponent,42,148,0
,16580,QuestComponent,42,148,0
,16584,QuestComponent,42,148,0
,2508,QuestComponent,42,148,0
,10990,QuestComponent,42,148,0
,10990,QuestComponent,31,185,0
,8158,QuestComponent,42,148,0
,8158,QuestComponent,31,202,0
,10993,QuestComponent,42,148,0
,10993,QuestComponent,31,187,0
,16148,Skill,32,1975,0
,2626,QuestComponent,42,148,0
,2626,QuestComponent,31,203,0
,2804,QuestComponent,42,148,0
,2777,QuestComponent,42,148,0
,2800,QuestComponent,42,148,0
,15736,QuestComponent,31,1975,0
,2777,QuestComponent,31,191,0
,14987,QuestComponent,31,1984,0
,9129,QuestComponent,31,1982,0
,9143,QuestComponent,31,3363,0
,9122,QuestComponent,31,1972,0
,2768,QuestComponent,42,148,0
,2809,QuestComponent,42,148,0
,2748,QuestComponent,42,148,0
,3570,QuestComponent,42,148,0
,3324,QuestComponent,42,148,0
,3327,QuestComponent,42,148,0
,3327,QuestComponent,31,676,0
,9556,QuestComponent,31,1987,0
,14919,QuestComponent,31,2077,0
,16160,Skill,35,1002,1
,16971,Skill,37,28,0
,16384,Skill,32,3001,0
,16879,Skill,20,4281,15000
,16973,Skill,32,3580,0
,9166,QuestComponent,31,1999,0
,15728,QuestComponent,31,1966,0
,16979,Skill,32,264,0
,16981,Skill,37,253,0
,16983,Skill,35,1368,1
,15843,QuestComponent,31,3779,0
,16985,Skill,32,3782,0
,11326,Skill,27,459,0
,16973,Skill,27,9731,0
,9249,QuestComponent,31,2004,0
,16340,QuestComponent,31,1995,0
,15808,QuestComponent,31,3782,0
,13126,Skill,32,286,0
,214,QuestComponent,42,148,0
,214,QuestComponent,31,162,0
,13127,Skill,37,175,0
,9184,QuestComponent,31,1997,0
,13128,Skill,37,307,0
,14887,QuestComponent,31,1994,0
,9158,QuestComponent,31,1994,0
,11343,Skill,32,343,0
,12610,Skill,32,343,0
,121,Sphere,31,340,0
,11344,Skill,37,337,0
,15813,QuestComponent,31,3778,0
,15813,QuestComponent,31,3772,0
,16215,Skill,32,3869,0
,16965,Skill,20,3647,5000
,16989,Skill,32,2023,0
,16107,Skill,34,364,0
,9214,QuestComponent,31,2003,0
,9268,QuestComponent,31,2016,0
,15006,QuestComponent,31,2017,0
,16462,QuestComponent,31,3327,0
,9327,QuestComponent,31,2030,0
,15125,QuestComponent,31,3334,0
,15092,QuestComponent,31,3351,0
,9301,QuestComponent,31,2028,0
,9305,QuestComponent,31,2026,0
,9313,QuestComponent,31,2027,0
,16491,QuestComponent,31,2023,0
,15213,QuestComponent,31,2029,0
,9359,QuestComponent,31,3353,0
,14445,QuestComponent,31,2041,0
,15933,QuestComponent,31,3777,0
,1358,Sphere,31,2020,0
,1360,Sphere,31,3334,0
,16987,Skill,15,3054,0
,9343,QuestComponent,31,3354,0
,15863,QuestComponent,31,3781,0
,16712,QuestComponent,42,148,0
,17006,Skill,32,3903,0
,17009,Skill,37,338,0
,8142,QuestComponent,42,148,0
,13131,Skill,37,192,0
,10943,QuestComponent,42,148,0
,16782,QuestComponent,42,148,0
,16782,QuestComponent,31,196,0
,17012,Skill,32,3912,0
,16787,QuestComponent,42,148,0
,16791,QuestComponent,42,148,0
,815,Sphere,1,20,0
,815,Sphere,42,148,0
,13120,Skill,34,365,0
,16726,QuestComponent,31,3911,0
,16731,QuestComponent,31,1779,0
,16795,QuestComponent,42,148,0
,17022,Skill,32,3913,0
,17024,Skill,32,3966,0
,17024,Skill,35,1373,1
,17025,Skill,32,3966,0
,17026,Skill,32,3966,0
,17027,Skill,27,4992,0
,17027,Skill,32,3965,0
,16800,QuestComponent,31,3374,0
,17030,Skill,32,3918,0
,14495,QuestComponent,31,3966,0
,12888,QuestComponent,31,3920,0
,16770,QuestComponent,31,1817,0
,16773,QuestComponent,31,3921,0
,15943,QuestComponent,31,3787,0
,16849,QuestComponent,42,148,0
,16853,QuestComponent,42,148,0
,16853,QuestComponent,31,541,0
,15923,QuestComponent,31,3802,0
,15853,QuestComponent,31,3798,0
,15938,QuestComponent,31,3798,0
,15948,QuestComponent,31,3798,0
,17035,Skill,32,3532,0
,15848,QuestComponent,32,3784,0
,15858,QuestComponent,32,3784,0
,1376,Sphere,32,1313,0
,16903,QuestComponent,42,148,0
,2272,QuestComponent,31,3972,0
,2298,QuestComponent,42,148,0
,2289,QuestComponent,31,3972,0
,2289,QuestComponent,42,148,0
,17048,Skill,32,1817,0
,16907,QuestComponent,31,584,0
,16907,QuestComponent,42,148,0
,16911,QuestComponent,31,2089,0
,2311,QuestComponent,42,148,0
,16924,QuestComponent,42,148,0
,16924,QuestComponent,31,3974,0
,17059,Skill,27,10457,0
,17059,Skill,32,3922,0
,16928,QuestComponent,42,148,0
,16928,QuestComponent,31,597,0
,5558,QuestComponent,42,148,0
,16935,QuestComponent,42,149,0
,5397,QuestComponent,42,148,0
,2383,QuestComponent,42,148,0
,11033,QuestComponent,42,148,0
,5412,QuestComponent,42,148,0
,6035,QuestComponent,42,148,0
,5444,QuestComponent,42,148,0
,6038,QuestComponent,42,148,0
,17073,Skill,23,294,0
,15647,Skill,12,0,0
,17074,Skill,12,0,0
,16984,Skill,32,200,0
,17075,Skill,12,0,0
,12870,Skill,37,3804,0
,17080,Skill,32,3805,0
,15968,QuestComponent,31,3804,0
,15973,QuestComponent,31,3807,0
,15979,QuestComponent,31,3808,0
,15984,QuestComponent,31,3808,0
,16010,QuestComponent,31,3814,0
,17091,Skill,32,3929,0
,17073,Skill,32,3923,0
,16962,QuestComponent,42,149,0
,2545,QuestComponent,42,148,0
,2545,QuestComponent,31,343,0
,16981,QuestComponent,42,149,0
,2331,QuestComponent,42,148,0
,17102,Skill,37,3424,0
,17112,Skill,32,3915,0
,16991,QuestComponent,31,3543,0
,17115,Skill,32,3546,0
,16825,Skill,37,766,0
,9596,QuestComponent,42,148,0
,2211,QuestComponent,42,148,0
,2205,QuestComponent,42,148,0
,17120,Skill,37,3430,0
,13132,Skill,32,187,0
,2198,QuestComponent,42,148,0
,9593,QuestComponent,42,149,0
,17122,Skill,32,3464,0
,9600,QuestComponent,42,148,0
,17041,QuestComponent,31,3468,0
,17124,Skill,32,3469,0
,17124,Skill,27,9907,0
,9603,QuestComponent,42,149,0
,17052,QuestComponent,31,3469,0
,2185,QuestComponent,42,149,0
,17055,QuestComponent,42,148,0
,17059,QuestComponent,31,3470,0
,17066,QuestComponent,42,148,0
,17070,QuestComponent,31,3982,0
,17070,QuestComponent,42,148,0
,2189,QuestComponent,42,148,0
,2189,QuestComponent,31,3984,0
,16055,QuestComponent,31,3823,0
,16075,QuestComponent,31,3824,0
,17126,Skill,32,3828,0
,16080,QuestComponent,31,3828,0
,17077,QuestComponent,31,3882,0
,17080,QuestComponent,31,3881,0
,17133,Skill,32,3961,0
,17084,QuestComponent,31,2526,0
,14541,Skill,32,2526,0
,16866,QuestComponent,31,3530,0
,16869,QuestComponent,31,3531,0
,16883,QuestComponent,31,3533,0
,12705,Skill,34,396,0
,16748,QuestComponent,31,3915,0
,17101,QuestComponent,31,3551,0
,17109,QuestComponent,31,3553,0
,17162,Skill,37,3916,0
,17117,QuestComponent,31,3555,0
,17113,Skill,35,1391,1
,17167,Skill,27,10334,0
,17167,Skill,32,3556,0
,17125,QuestComponent,31,3556,0
,17131,QuestComponent,31,3473,0
,17171,Skill,32,3475,0
,17134,QuestComponent,31,3474,0
,17176,Skill,27,10343,0
,17176,Skill,32,3478,0
,17156,QuestComponent,31,3480,0
,17160,QuestComponent,31,3481,0
,17163,QuestComponent,31,3482,0
,17170,QuestComponent,31,3558,0
,17174,QuestComponent,31,3559,0
,17186,Skill,32,3560,0
,12705,Skill,32,955,0
,17185,Skill,37,3764,0
,17187,Skill,32,3782,0
,17187,Skill,27,10350,0
,17188,Skill,32,3780,0
,17189,Skill,32,3781,0
,17190,Skill,32,3781,0
,15893,QuestComponent,31,3835,0
,17192,Skill,32,3793,0
,17201,Skill,32,3431,0
,17203,Skill,32,3974,0
,16756,QuestComponent,31,3917,0
,16962,QuestComponent,31,3977,0
,1771,QuestComponent,42,148,0
,2022,QuestComponent,42,149,0
,17214,Skill,32,3530,0
,17208,Skill,35,1389,1
,17218,Skill,32,3928,0
,17216,Skill,35,1388,1
,2207,QuestComponent,42,149,0
,2193,QuestComponent,31,559,0
,2193,QuestComponent,42,149,0
,2185,QuestComponent,31,2085,0
,2203,QuestComponent,31,2085,0
,2203,QuestComponent,42,149,0
,2048,QuestComponent,42,148,0
,2161,QuestComponent,42,148,0
,2166,QuestComponent,42,148,0
,2171,QuestComponent,42,148,0
,2174,QuestComponent,42,148,0
,2181,QuestComponent,42,148,0
,2234,QuestComponent,42,148,0
,2217,QuestComponent,42,148,0
,2242,QuestComponent,42,148,0
,2250,QuestComponent,42,148,0
,2257,QuestComponent,42,148,0
,2453,QuestComponent,42,148,0
,2271,QuestComponent,42,148,0
,2444,QuestComponent,42,148,0
,2262,QuestComponent,42,148,0
,2272,QuestComponent,42,148,0
,2276,QuestComponent,42,148,0
,2315,QuestComponent,42,148,0
,2319,QuestComponent,42,148,0
,2285,QuestComponent,42,148,0
,2303,QuestComponent,42,148,0
,2307,QuestComponent,42,148,0
,2006,QuestComponent,42,148,0
,2323,QuestComponent,42,148,0
,2330,QuestComponent,42,148,0
,2346,QuestComponent,42,148,0
,2352,QuestComponent,42,148,0
,2422,QuestComponent,42,148,0
,4345,QuestComponent,42,148,0
,9635,QuestComponent,42,148,0
,17225,Skill,32,3820,0
,17227,Skill,32,3799,0
,1404,Sphere,36,3821,0
,1396,Sphere,36,3799,0
,17139,QuestComponent,31,3475,0
,675,AiEvent,37,307,0
,676,AiEvent,31,307,0
,17230,Skill,32,3508,0
,10115,QuestComponent,31,2349,0
,1408,Sphere,33,3513,0
,1408,Sphere,3,5,0
,1395,Sphere,3,5,0
,1395,Sphere,33,3550,0
,2403,QuestComponent,31,348,0
,3324,QuestComponent,31,191,0
,17264,Skill,32,3799,0
,17265,Skill,37,3814,0
,17266,Skill,32,3815,0
,16120,QuestComponent,31,3809,0
,16065,QuestComponent,31,3825,0
,17267,Skill,37,3984,0
,16175,QuestComponent,31,3830,0
,17268,Skill,32,3833,0
,17268,Skill,27,3714,0
,16130,QuestComponent,31,3833,0
,17269,Skill,32,3921,0
,5206,QuestComponent,42,149,0
,5252,QuestComponent,42,149,0
,5257,QuestComponent,42,149,0
,5270,QuestComponent,42,149,0
,5276,QuestComponent,42,149,0
,5280,QuestComponent,42,149,0
,5284,QuestComponent,42,149,0
,5289,QuestComponent,42,149,0
,17274,Skill,32,3921,0
,2211,QuestComponent,31,2084,0
,2198,QuestComponent,31,2084,0
,2205,QuestComponent,31,2084,0
,5298,QuestComponent,42,149,0
,5302,QuestComponent,42,149,0
,5314,QuestComponent,42,149,0
,5319,QuestComponent,42,149,0
,5323,QuestComponent,42,149,0
,5328,QuestComponent,42,149,0
,5331,QuestComponent,42,149,0
,5334,QuestComponent,42,149,0
,5338,QuestComponent,42,149,0
,5347,QuestComponent,42,149,0
,5351,QuestComponent,42,149,0
,5355,QuestComponent,42,149,0
,5359,QuestComponent,42,149,0
,5369,QuestComponent,42,149,0
,5375,QuestComponent,42,149,0
,5382,QuestComponent,42,149,0
,5388,QuestComponent,42,149,0
,5392,QuestComponent,42,149,0
,5402,QuestComponent,42,149,0
,5407,QuestComponent,42,149,0
,5417,QuestComponent,42,149,0
,5422,QuestComponent,42,149,0
,5431,QuestComponent,42,149,0
,5426,QuestComponent,42,149,0
,5436,QuestComponent,42,149,0
,5441,QuestComponent,42,149,0
,5459,QuestComponent,42,149,0
,5468,QuestComponent,42,149,0
,5472,QuestComponent,42,149,0
,5478,QuestComponent,42,149,0
,5482,QuestComponent,42,149,0
,5485,QuestComponent,42,149,0
,5494,QuestComponent,42,149,0
,5502,QuestComponent,42,149,0
,5511,QuestComponent,42,149,0
,5519,QuestComponent,42,149,0
,5524,QuestComponent,42,149,0
,5532,QuestComponent,42,149,0
,5528,QuestComponent,42,149,0
,5537,QuestComponent,42,149,0
,5542,QuestComponent,42,149,0
,5546,QuestComponent,42,149,0
,5551,QuestComponent,42,149,0
,5960,QuestComponent,42,149,0
,5964,QuestComponent,42,149,0
,5979,QuestComponent,42,149,0
,5989,QuestComponent,42,149,0
,16981,QuestComponent,31,3977,0
,5995,QuestComponent,42,149,0
,6004,QuestComponent,42,149,0
,6014,QuestComponent,42,149,0
,6018,QuestComponent,42,149,0
,6342,QuestComponent,42,149,0
,6409,QuestComponent,42,149,0
,6892,QuestComponent,42,149,0
,16501,Skill,30,27,0
,16254,Skill,32,2302,0
,16167,Skill,32,2302,0
,16255,Skill,32,2302,0
,16256,Skill,32,2302,0
,16790,Skill,32,3447,0
,17285,Skill,32,3923,0
,17290,Skill,27,2330,0
,17290,Skill,37,2082,0
,14867,QuestComponent,31,2328,0
,17154,Skill,35,1413,1
,17294,Skill,32,4036,0
,17292,Skill,32,3923,0
,17293,Skill,37,2082,0
,17296,Skill,32,4035,0
,1414,Sphere,32,2255,0
,1415,Sphere,32,1525,0
,1416,Sphere,32,2263,0
,1417,Sphere,32,2262,0
,15958,Skill,30,27,0
,16029,Skill,30,27,0
,16321,Skill,30,27,0
,16302,QuestComponent,31,3451,0
,14431,Skill,32,3541,0
,16181,Skill,30,27,0
,16022,Skill,30,27,0
,16072,Skill,30,27,0
,1078,Sphere,32,3525,0
,14082,Skill,32,3528,0
,14082,Skill,33,3528,0
,14083,Skill,32,3528,0
,16358,QuestComponent,31,3528,0
,17302,Skill,20,1556,1000
,11251,QuestComponent,42,148,0
,11255,QuestComponent,42,148,0
,11259,QuestComponent,42,148,0
,11263,QuestComponent,42,148,0
,11267,QuestComponent,42,148,0
,11271,QuestComponent,42,148,0
,11275,QuestComponent,42,148,0
,11279,QuestComponent,42,148,0
,11283,QuestComponent,42,148,0
,7569,QuestComponent,42,148,0
,7679,QuestComponent,42,148,0
,7705,QuestComponent,42,148,0
,7648,QuestComponent,42,148,0
,7692,QuestComponent,42,148,0
,7735,QuestComponent,42,148,0
,7795,QuestComponent,42,148,0
,7837,QuestComponent,42,148,0
,5375,QuestComponent,31,1172,0
,17308,Skill,35,1421,1
,1269,Sphere,32,3506,0
,17310,Skill,32,2264,0
,17283,Skill,35,1412,1
,1412,Sphere,32,3439,0
,1422,Sphere,32,3508,0
,1423,Sphere,32,3514,0
,17302,Skill,22,3177,1
,12051,Skill,37,1065,0
,12000,Skill,32,1172,0
,11969,Skill,32,1063,0
,5983,QuestComponent,42,149,0
,5983,QuestComponent,31,1106,0
,15713,QuestComponent,31,2354,0
,14855,QuestComponent,31,3438,0
,14842,QuestComponent,31,3436,0
,14861,QuestComponent,31,3439,0
,17326,Skill,32,2255,0
,17326,Skill,35,1414,1
,9959,QuestComponent,31,2259,0
,15168,Skill,32,2271,0
,16265,Skill,20,1556,1000
,5498,QuestComponent,42,149,0
,5498,QuestComponent,31,1106,0
,5537,QuestComponent,31,1106,0
,17126,Skill,34,390,0
,11964,Skill,32,1081,0
,5979,QuestComponent,31,1063,0
,5388,QuestComponent,31,1063,0
,1430,Sphere,32,2298,0
,17364,Skill,21,1,0
,17365,Skill,21,1,0
,15256,Skill,32,2344,0
,17366,Skill,35,1432,1
,10546,Skill,12,0,0
,17802,QuestComponent,42,148,0
,12126,Skill,37,1175,0
,738,Sphere,42,149,0
,11968,Skill,20,1460,35000
,17378,Skill,20,1556,1000
,684,AiEvent,32,3528,0
,17811,QuestComponent,31,3529,0
,14068,Skill,27,7795,0
,17833,QuestComponent,31,1599,0
,17841,QuestComponent,31,4122,0
,10348,QuestComponent,42,148,0
,10386,QuestComponent,42,148,0
,10386,QuestComponent,31,2405,0
,10863,QuestComponent,42,148,0
,10368,QuestComponent,42,148,0
,10389,QuestComponent,42,148,0
,17584,QuestComponent,42,148,0
,17584,QuestComponent,31,4064,0
,2708,QuestComponent,42,148,0
,2708,QuestComponent,31,2412,0
,16810,QuestComponent,31,3453,0
,16814,QuestComponent,31,3454,0
,16817,QuestComponent,31,3455,0
,16842,QuestComponent,31,3461,0
,16886,QuestComponent,31,3534,0
,16898,QuestComponent,31,3536,0
,16915,QuestComponent,31,3537,0
,16932,QuestComponent,31,3539,0
,17559,QuestComponent,42,148,0
,17404,Skill,32,3530,0
,17403,Skill,32,3530,0
,16895,QuestComponent,31,3535,0
,17045,Skill,32,3537,0
,17406,Skill,39,0,0
,17406,Skill,30,306,0
,17407,Skill,39,0,0
,17407,Skill,30,306,0
,17408,Skill,39,0,0
,17408,Skill,30,306,0
,11948,Skill,29,1,0
,15788,QuestComponent,33,3770,0
,18207,QuestComponent,31,2280,0
,2700,QuestComponent,42,148,0
,10373,QuestComponent,42,148,0
,2646,QuestComponent,42,148,0
,17414,Skill,32,4194,0
,10620,QuestComponent,42,148,0
,10377,QuestComponent,42,148,0
,10377,QuestComponent,31,2460,0
,17416,Skill,32,4194,0
,17417,Skill,27,10690,0
,5706,QuestComponent,42,149,0
,5710,QuestComponent,42,149,0
,5722,QuestComponent,42,149,0
,5726,QuestComponent,42,149,0
,5730,QuestComponent,42,149,0
,5734,QuestComponent,42,149,0
,5738,QuestComponent,42,149,0
,5744,QuestComponent,42,149,0
,5748,QuestComponent,42,149,0
,5752,QuestComponent,42,149,0
,5756,QuestComponent,42,149,0
,5762,QuestComponent,42,149,0
,5775,QuestComponent,42,149,0
,5784,QuestComponent,42,149,0
,5802,QuestComponent,42,149,0
,5811,QuestComponent,42,149,0
,5815,QuestComponent,42,149,0
,5822,QuestComponent,42,149,0
,5826,QuestComponent,42,149,0
,5829,QuestComponent,42,149,0
,5837,QuestComponent,42,149,0
,5840,QuestComponent,42,149,0
,5845,QuestComponent,42,149,0
,5849,QuestComponent,42,149,0
,5853,QuestComponent,42,149,0
,5858,QuestComponent,42,149,0
,5862,QuestComponent,42,149,0
,5879,QuestComponent,42,149,0
,5887,QuestComponent,42,149,0
,5891,QuestComponent,42,149,0
,5895,QuestComponent,42,149,0
,5898,QuestComponent,42,149,0
,5903,QuestComponent,42,149,0
,5906,QuestComponent,42,149,0
,5914,QuestComponent,42,149,0
,5925,QuestComponent,42,149,0
,5931,QuestComponent,42,149,0
,5935,QuestComponent,42,149,0
,5941,QuestComponent,42,149,0
,5956,QuestComponent,42,149,0
,6044,QuestComponent,42,149,0
,6048,QuestComponent,42,149,0
,6052,QuestComponent,42,149,0
,6063,QuestComponent,42,149,0
,6069,QuestComponent,42,149,0
,6074,QuestComponent,42,149,0
,16986,QuestComponent,31,3540,0
,17018,QuestComponent,31,3462,0
,17420,Skill,27,10334,0
,17420,Skill,32,3556,0
,1055,Sphere,42,149,0
,17215,Skill,27,9889,0
,15121,QuestComponent,31,3171,0
,18225,QuestComponent,42,148,0
,18228,QuestComponent,42,148,0
,18231,QuestComponent,32,1619,0
,18231,QuestComponent,42,148,0
,16881,Skill,16,3004,0
,17417,Skill,37,4195,0
,18241,QuestComponent,31,4197,0
,17431,Skill,32,4198,0
,18245,QuestComponent,31,2307,0
,18249,QuestComponent,31,2313,0
,16911,QuestComponent,42,148,0
,17436,Skill,32,4202,0
,17436,Skill,27,1485,0
,10719,QuestComponent,42,148,0
,10794,QuestComponent,42,148,0
,10820,QuestComponent,42,148,0
,10853,QuestComponent,42,148,0
,10857,QuestComponent,42,148,0
,814,QuestComponent,42,148,0
,830,QuestComponent,42,148,0
,17437,Skill,35,1436,1
,2711,QuestComponent,42,148,0
,10775,QuestComponent,31,2494,0
,17446,Skill,12,0,0
,2652,QuestComponent,42,148,0
,2535,QuestComponent,42,148,0
,17452,Skill,32,4201,0
,2689,QuestComponent,42,148,0
,2689,QuestComponent,31,2412,0
,17563,QuestComponent,42,148,0
,10405,QuestComponent,42,148,0
,2524,QuestComponent,42,148,0
,18276,QuestComponent,31,2331,0
,2570,QuestComponent,42,148,0
,17455,Skill,32,4235,0
,17456,Skill,32,4235,0
,17457,Skill,32,4247,0
,2735,QuestComponent,42,148,0
,18288,QuestComponent,31,4209,0
,17459,Skill,32,4253,0
,17460,Skill,37,4210,0
,17463,Skill,34,418,0
,17463,Skill,26,1,50
,17464,Skill,27,10598,0
,12073,QuestComponent,42,148,0
,12077,QuestComponent,42,148,0
,12081,QuestComponent,42,148,0
,12085,QuestComponent,42,148,0
,12821,QuestComponent,42,149,0
,12825,QuestComponent,42,149,0
,12829,QuestComponent,42,149,0
,12833,QuestComponent,42,149,0
,17469,Skill,32,4214,0
,17471,Skill,27,10598,0
,17471,Skill,16,3557,0
,14562,Skill,32,4249,0
,17473,Skill,32,4220,0
,17797,QuestComponent,42,148,0
,17480,Skill,32,4237,0
,17480,Skill,27,10594,0
,5485,QuestComponent,31,1073,0
,6969,QuestComponent,42,148,0
,6969,QuestComponent,31,2433,0
,17487,Skill,32,2281,0
,1055,Sphere,36,1112,0
,17445,Skill,35,84,1
,18323,QuestComponent,31,112,0
,18323,QuestComponent,31,111,0
,875,QuestComponent,31,124,0
,12388,Skill,37,1591,0
,868,QuestComponent,31,127,0
,871,QuestComponent,31,128,0
,17180,QuestComponent,31,2498,0
,17806,QuestComponent,42,148,0
,17806,QuestComponent,31,4115,0
,17498,Skill,32,4116,0
,17509,Skill,32,4199,0
,1095,Sphere,42,149,0
,1095,Sphere,36,1135,0
,1094,Sphere,42,149,0
,1094,Sphere,36,1135,0
,1056,Sphere,42,149,0
,1056,Sphere,36,1135,0
,17510,Skill,27,10760,0
,17824,QuestComponent,42,148,0
,17824,QuestComponent,31,2482,0
,10716,QuestComponent,42,148,0
,17000,QuestComponent,31,3545,0
,17004,QuestComponent,31,3546,0
,10731,QuestComponent,42,148,0
,10731,QuestComponent,31,2479,0
,17015,QuestComponent,31,3548,0
,2740,QuestComponent,42,148,0
,2740,QuestComponent,31,2482,0
,14532,Skill,32,637,0
,10726,QuestComponent,42,148,0
,17062,QuestComponent,31,3471,0
,6899,QuestComponent,42,148,0
,17150,QuestComponent,31,3478,0
,17828,QuestComponent,42,148,0
,17828,QuestComponent,31,2482,0
,17517,Skill,27,1659,0
,17820,QuestComponent,42,148,0
,17816,QuestComponent,42,148,0
,10798,QuestComponent,42,148,0
,6898,QuestComponent,42,148,0
,18375,QuestComponent,42,148,0
,18375,QuestComponent,31,1481,0
,6898,QuestComponent,31,4268,0
,10711,QuestComponent,42,148,0
,2779,QuestComponent,42,148,0
,2791,QuestComponent,42,148,0
,2791,QuestComponent,31,4124,0
,17845,QuestComponent,42,148,0
,18378,QuestComponent,31,2526,0
,17510,Skill,32,4199,0
,18268,QuestComponent,42,149,0
,18297,QuestComponent,42,149,0
,18301,QuestComponent,31,2339,0
,17184,QuestComponent,31,3985,0
,17535,Skill,39,0,0
,17535,Skill,30,306,0
,17536,Skill,39,0,0
,17536,Skill,30,306,0
,5806,QuestComponent,42,149,0
,18238,QuestComponent,31,2305,0
,14677,Skill,32,4124,0
,859,QuestComponent,31,4254,0
,858,QuestComponent,31,4254,0
,10801,QuestComponent,42,148,0
,5815,QuestComponent,31,1142,0
,2495,QuestComponent,42,148,0
,6890,QuestComponent,42,148,0
,13557,Skill,37,1145,0
,890,QuestComponent,31,147,0
,889,QuestComponent,31,147,0
,13463,Skill,20,1442,5000
,1503,QuestComponent,31,153,0
,13752,QuestComponent,42,149,0
,10871,QuestComponent,42,149,0
,12264,QuestComponent,42,149,0
,12259,QuestComponent,42,149,0
,12317,QuestComponent,42,149,0
,12318,QuestComponent,42,149,0
,12319,QuestComponent,42,149,0
,12268,QuestComponent,42,149,0
,12281,QuestComponent,42,149,0
,12292,QuestComponent,42,149,0
,12325,QuestComponent,42,149,0
,12327,QuestComponent,42,149,0
,12296,QuestComponent,42,149,0
,12328,QuestComponent,42,149,0
,12300,QuestComponent,42,149,0
,12329,QuestComponent,42,149,0
,13005,QuestComponent,42,149,0
,12273,QuestComponent,42,149,0
,12438,QuestComponent,42,149,0
,12382,QuestComponent,42,149,0
,18207,QuestComponent,42,149,0
,12277,QuestComponent,42,149,0
,12320,QuestComponent,42,149,0
,18211,QuestComponent,42,149,0
,12322,QuestComponent,42,149,0
,12321,QuestComponent,42,149,0
,12337,QuestComponent,42,149,0
,12580,QuestComponent,42,149,0
,12523,QuestComponent,42,149,0
,12584,QuestComponent,42,149,0
,12326,QuestComponent,42,149,0
,12483,QuestComponent,42,149,0
,12567,QuestComponent,42,149,0
,18216,QuestComponent,42,149,0
,12330,QuestComponent,42,149,0
,12331,QuestComponent,42,149,0
,12332,QuestComponent,42,149,0
,12333,QuestComponent,42,149,0
,12334,QuestComponent,42,149,0
,12335,QuestComponent,42,149,0
,12474,QuestComponent,42,149,0
,12347,QuestComponent,42,149,0
,18234,QuestComponent,42,149,0
,18238,QuestComponent,42,149,0
,12350,QuestComponent,42,149,0
,18241,QuestComponent,42,149,0
,12348,QuestComponent,42,149,0
,18318,QuestComponent,42,149,0
,12339,QuestComponent,42,149,0
,12351,QuestComponent,42,149,0
,12349,QuestComponent,42,149,0
,18245,QuestComponent,42,149,0
,12352,QuestComponent,42,149,0
,12353,QuestComponent,42,149,0
,12354,QuestComponent,42,149,0
,5956,QuestComponent,31,1160,0
,12355,QuestComponent,42,149,0
,18256,QuestComponent,42,149,0
,18249,QuestComponent,42,149,0
,12307,QuestComponent,42,149,0
,18260,QuestComponent,42,149,0
,12561,QuestComponent,42,149,0
,12559,QuestComponent,42,149,0
,12356,QuestComponent,42,149,0
,12556,QuestComponent,42,149,0
,10694,QuestComponent,42,148,0
,12357,QuestComponent,42,149,0
,12387,QuestComponent,42,149,0
,12313,QuestComponent,42,149,0
,12358,QuestComponent,42,149,0
,12359,QuestComponent,42,149,0
,18272,QuestComponent,42,149,0
,12442,QuestComponent,42,149,0
,12340,QuestComponent,42,149,0
,18276,QuestComponent,42,149,0
,18279,QuestComponent,42,149,0
,18283,QuestComponent,42,149,0
,18288,QuestComponent,42,149,0
,18292,QuestComponent,42,149,0
,12544,QuestComponent,42,149,0
,12336,QuestComponent,42,149,0
,12360,QuestComponent,42,149,0
,12494,QuestComponent,42,149,0
,12361,QuestComponent,42,149,0
,12779,QuestComponent,42,149,0
,12343,QuestComponent,42,149,0
,12342,QuestComponent,42,149,0
,12345,QuestComponent,42,149,0
,12344,QuestComponent,42,149,0
,12503,QuestComponent,42,149,0
,12526,QuestComponent,42,149,0
,18301,QuestComponent,42,149,0
,12783,QuestComponent,42,149,0
,12338,QuestComponent,42,149,0
,5914,QuestComponent,31,1151,0
,5898,QuestComponent,31,1151,0
,10953,QuestComponent,42,148,0
,12414,QuestComponent,42,148,0
,2843,QuestComponent,42,148,0
,10487,QuestComponent,42,148,0
,10491,QuestComponent,42,148,0
,2857,QuestComponent,42,148,0
,10502,QuestComponent,42,148,0
,10653,QuestComponent,42,148,0
,10647,QuestComponent,42,148,0
,10510,QuestComponent,42,148,0
,10679,QuestComponent,42,148,0
,11634,QuestComponent,42,148,0
,2832,QuestComponent,42,148,0
,14229,Skill,37,648,0
,17560,Skill,37,4064,0
,2550,QuestComponent,42,148,0
,879,QuestComponent,31,4229,0
,18546,QuestComponent,31,3884,0
,18557,QuestComponent,31,3887,0
